Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item
1996,1500.0,70.43,15.37,Nepal,Potatoes
2013,1083.0,45620.0,26.61,India,Cassava
1996,1083.0,56114.0,25.9,India,Sorghum
2006,1180.0,88.0,23.95,Uganda,Plantains and others
1995,59.0,994.0,26.33,Saudi Arabia,Maize
2001,534.0,32710.0,14.18,Australia,"Rice, paddy"
2001,758.0,31373.3,15.98,Mexico,Soybeans
1992,2051.0,1415.65,27.25,Jamaica,Sweet potatoes
2010,1738.0,15590.54,16.97,Peru,"Rice, paddy"
2004,3142.0,105.0,25.23,Papua New Guinea,"Rice, paddy"
1999,3142.0,105.0,25.38,Papua New Guinea,"Rice, paddy"
2007,2041.0,644.12,24.28,Mauritius,Potatoes
2002,494.0,10881.83,27.88,Pakistan,Sorghum
1996,1761.0,101621.67,20.18,Brazil,Yams
2005,1083.0,35342.0,25.07,India,Potatoes
2006,494.0,6925.13,26.46,Pakistan,Soybeans
1998,537.0,41275.6,8.72,Canada,Maize
2007,637.0,6314.0,12.99,Romania,"Rice, paddy"
2008,534.0,42935.38,18.78,Australia,Sweet potatoes
2004,1083.0,35113.0,26.41,India,Sweet potatoes
2005,1761.0,232232.0,27.6,Brazil,Sweet potatoes
1993,537.0,29296.5,3.96,Canada,Soybeans
2011,534.0,47632.99,17.71,Australia,"Rice, paddy"
2002,1083.0,42482.56,26.12,India,Wheat
2008,565.0,54080.5,9.24,Ukraine,Potatoes
2004,1083.0,35113.0,24.85,India,Potatoes
2005,657.0,3129.26,21.49,Zimbabwe,Potatoes
2011,59.0,4840.3,26.57,Saudi Arabia,Potatoes
2013,1274.0,956.06,21.53,Burundi,Sweet potatoes
2000,495.0,26857.0,18.26,South Africa,Wheat
2011,1761.0,345026.0,18.82,Brazil,Maize
2009,1083.0,28707.01,26.76,India,Cassava
2011,1110.0,3441.5,9.42,Austria,Sorghum
2001,1761.0,151523.0,20.96,Brazil,Potatoes
1994,346.0,10992.57,17.98,Morocco,"Rice, paddy"
1990,1083.0,75000.0,25.64,India,"Rice, paddy"
1999,589.0,4598.0,10.64,Hungary,Maize
2002,593.0,27915.0,14.51,Turkey,Soybeans
1994,565.0,56914.93,7.98,Ukraine,Potatoes
2009,1604.0,813.77,25.54,Cameroon,Yams
2008,1083.0,14485.33,25.56,India,Sweet potatoes
1996,1668.0,79821.18,15.2,Japan,Yams
1991,151.0,62.0,29.4,Niger,Maize
1992,1300.0,2072.03,16.7,Uruguay,Soybeans
1997,495.0,21596.0,20.57,South Africa,Maize
2010,2702.0,1597.0,27.25,Indonesia,Soybeans
1998,1113.0,2904.5,10.42,Croatia,Potatoes
2004,416.0,17.0,19.41,Botswana,Wheat
2001,1513.0,87.59,20.12,Madagascar,Potatoes
2011,151.0,10.59,30.1,Niger,Wheat
2001,1976.0,1141.0,24.4,Honduras,Sweet potatoes
2007,1083.0,27422.77,26.39,India,Potatoes
1990,832.0,100596.4,12.83,Italy,Soybeans
1993,2274.0,1844.0,21.86,Ecuador,Maize
2004,383.0,27.63,24.79,Eritrea,Potatoes
1994,1083.0,61357.0,25.95,India,"Rice, paddy"
2004,1513.0,68.01,19.87,Madagascar,Maize
2006,2702.0,1597.0,27.21,Indonesia,Cassava
2007,1083.0,27422.77,25.95,India,Wheat
1993,636.0,29408.0,11.12,Spain,Potatoes
2007,700.0,40740.64,10.37,Germany,Soybeans
2005,758.0,51741.99,16.93,Mexico,Potatoes
1997,608.0,3262.25,8.26,Bulgaria,Sorghum
1999,1032.0,43.34,22.19,Mozambique,Sorghum
1992,494.0,5518.0,24.31,Pakistan,Sweet potatoes
1992,1761.0,67003.89,25.61,Brazil,Cassava
2012,700.0,45522.5,9.96,Germany,Wheat
2011,537.0,62107.2,7.21,Canada,Soybeans
1997,2274.0,7612.0,23.0,Ecuador,Soybeans
2001,151.0,31.0,29.46,Niger,"Rice, paddy"
2002,537.0,34226.0,6.01,Canada,Wheat
2008,1083.0,14485.33,27.45,India,Wheat
1996,1761.0,101621.67,27.6,Brazil,Soybeans
1996,758.0,34468.93,25.06,Mexico,Soybeans
2001,536.0,1423.27,5.35,Finland,Potatoes
1993,51.0,4175.0,21.79,Egypt,Potatoes
1997,494.0,16936.0,26.82,Pakistan,Maize
2010,1181.0,584.12,21.34,Malawi,Potatoes
1997,1761.0,110276.11,25.96,Brazil,Soybeans
2007,1083.0,27422.77,25.44,India,Wheat
2005,534.0,34310.0,14.38,Australia,Sorghum
2011,778.0,10953.91,10.73,Netherlands,Maize
2002,1113.0,2417.5,11.18,Croatia,Wheat
2001,216.0,837.47,24.45,Iraq,"Rice, paddy"
1997,1784.0,3164.62,26.48,El Salvador,Sorghum
1991,636.0,39147.0,16.58,Spain,Wheat
2011,494.0,1979.27,27.41,Pakistan,"Rice, paddy"
1997,346.0,12214.0,18.31,Morocco,Sorghum
2004,1083.0,35113.0,26.22,India,Sorghum
2012,537.0,73508.9,9.24,Canada,Wheat
2011,495.0,26857.0,18.75,South Africa,Sorghum
1992,652.0,7869.0,17.13,Greece,Soybeans
1999,1761.0,127585.0,18.39,Brazil,Yams
2012,630.0,1578.0,16.84,Kenya,Wheat
1992,1010.0,23.0,23.96,Angola,Cassava
2002,593.0,27915.0,14.51,Turkey,Maize
2004,1180.0,88.0,24.02,Uganda,Sweet potatoes
2002,1668.0,70262.54,15.71,Japan,"Rice, paddy"
2011,534.0,47632.99,19.99,Australia,"Rice, paddy"
1999,593.0,33089.0,11.69,Turkey,Wheat
1997,1083.0,52279.0,26.45,India,"Rice, paddy"
1995,1083.0,61257.0,25.73,India,Maize
2010,748.0,442.89,29.17,Burkina Faso,Soybeans
1995,758.0,34468.93,21.5,Mexico,Wheat
2002,416.0,17.0,19.89,Botswana,Wheat
2008,1032.0,890.47,21.76,Mozambique,Maize
2010,1181.0,584.12,21.34,Malawi,Plantains and others
2001,1761.0,151523.0,22.14,Brazil,Maize
2011,630.0,1578.0,16.9,Kenya,Sweet potatoes
2000,589.0,4151.0,11.69,Hungary,Maize
1998,494.0,18406.0,27.89,Pakistan,"Rice, paddy"
1993,591.0,26156.0,17.32,Argentina,Maize
1993,758.0,34468.93,22.11,Mexico,Maize
1999,593.0,33089.0,13.02,Turkey,"Rice, paddy"
2007,1712.0,1439.8,26.57,Sri Lanka,Potatoes
2008,2702.0,1597.0,26.65,Indonesia,"Rice, paddy"
1993,534.0,23899.0,16.71,Australia,Maize
2006,847.0,8244.02,11.48,Belgium,Potatoes
2001,1784.0,2543.7,25.92,El Salvador,"Rice, paddy"
2004,346.0,15064.0,18.07,Morocco,Wheat
2002,1604.0,815.79,25.26,Cameroon,Wheat
1991,216.0,692.0,23.21,Iraq,Soybeans
2000,2702.0,1597.0,27.23,Indonesia,Sweet potatoes
1995,748.0,3.04,28.46,Burkina Faso,Soybeans
2000,537.0,39667.0,4.61,Canada,Soybeans
2000,494.0,27885.0,26.71,Pakistan,"Rice, paddy"
2007,600.0,18721.0,9.32,Poland,Wheat
1997,1784.0,3164.62,26.48,El Salvador,"Rice, paddy"
1990,1300.0,1762.01,16.91,Uruguay,"Rice, paddy"
1996,1668.0,79821.18,14.8,Japan,Sweet potatoes
1995,637.0,20113.0,11.21,Romania,Sorghum
2009,700.0,39289.43,5.89,Germany,Soybeans
2007,562.0,241.71,9.44,Armenia,Potatoes
1998,285.0,56.0,20.83,Namibia,Sorghum
1999,758.0,34468.93,19.27,Mexico,"Rice, paddy"
2002,636.0,40727.0,17.51,Spain,Sorghum
2011,282.0,3.25,27.79,Mali,Soybeans
1994,700.0,26330.0,9.73,Germany,Soybeans
2006,1212.0,288.72,20.02,Rwanda,"Rice, paddy"
2010,2666.0,13283.72,26.65,Bangladesh,Sorghum
1991,56.0,87.0,18.96,Libya,Wheat
2012,758.0,64512.22,16.43,Mexico,Wheat
2007,1083.0,27422.77,25.46,India,Cassava
1992,74.0,3.0,26.22,Qatar,Maize
1998,1083.0,49157.0,26.4,India,Sweet potatoes
2005,2702.0,1597.0,25.59,Indonesia,Maize
2004,1083.0,35113.0,26.64,India,Wheat
1990,1668.0,79821.18,16.12,Japan,"Rice, paddy"
1999,2274.0,14216.0,21.21,Ecuador,Soybeans
1993,867.0,91953.0,10.7,France,Potatoes
1995,1668.0,79821.18,14.83,Japan,Soybeans
2012,89.0,17379.76,17.91,Algeria,"Rice, paddy"
1990,1485.0,121.0,16.37,Albania,Maize
1992,1212.0,97.0,19.54,Rwanda,Potatoes
2004,2331.0,1214.83,27.47,Suriname,"Rice, paddy"
2008,1622.0,65423.0,27.48,Thailand,Cassava
1996,534.0,31185.0,13.05,Australia,Sorghum
1993,637.0,24252.0,10.78,Romania,Sorghum
2002,537.0,34226.0,7.82,Canada,Maize
2008,758.0,61732.11,16.22,Mexico,Sweet potatoes
1995,1274.0,144.2,21.55,Burundi,Yams
1993,758.0,34468.93,19.56,Mexico,Sweet potatoes
1990,758.0,34468.93,16.69,Mexico,Potatoes
1998,593.0,30162.0,11.72,Turkey,Potatoes
1992,2274.0,2012.0,17.67,Ecuador,Sorghum
1991,1761.0,58349.44,24.25,Brazil,Potatoes
2000,686.0,491.03,25.26,Senegal,"Rice, paddy"
2011,1976.0,6324.41,24.63,Honduras,"Rice, paddy"
2009,1083.0,28707.01,27.15,India,Potatoes
2008,1522.0,9830.72,13.69,Chile,Potatoes
1995,1651.0,153.0,27.23,Guinea,Sorghum
1997,1083.0,52279.0,24.77,India,"Rice, paddy"
1993,1976.0,6768.0,24.58,Honduras,Cassava
2004,656.0,1023.6,6.43,Lithuania,Potatoes
2013,1761.0,367778.0,17.84,Brazil,Sorghum
2001,250.0,3007.26,7.23,Kazakhstan,Soybeans
1992,1110.0,3897.0,9.49,Austria,Maize
1995,1083.0,61257.0,25.92,India,"Rice, paddy"
1999,534.0,34200.0,17.55,Australia,"Rice, paddy"
2013,74.0,68.0,28.68,Qatar,Potatoes
2008,1342.0,22.87,25.76,Central African Republic,Plantains and others
1992,534.0,22234.0,15.78,Australia,Potatoes
2006,1761.0,238716.0,18.47,Brazil,Cassava
2000,636.0,34597.0,17.15,Spain,Wheat
2007,1761.0,304031.0,27.92,Brazil,Sorghum
2013,1180.0,88.0,24.13,Uganda,Plantains and others
2004,1083.0,35113.0,26.63,India,Wheat
1992,1083.0,70791.0,26.41,India,Sweet potatoes
2001,1083.0,43720.04,24.76,India,Sweet potatoes
2002,1668.0,70262.54,13.42,Japan,"Rice, paddy"
2011,854.0,14024.98,16.91,Portugal,"Rice, paddy"
1993,1784.0,3785.54,26.12,El Salvador,Potatoes
1991,1784.0,4096.0,26.08,El Salvador,Sorghum
1990,537.0,29568.0,7.82,Canada,Maize
2010,1996.0,14898.25,19.85,Guatemala,Potatoes
2013,1083.0,45620.0,26.37,India,Wheat
2007,1083.0,27422.77,27.23,India,Soybeans
2005,1668.0,63829.77,12.99,Japan,Maize
2009,494.0,3957.61,27.88,Pakistan,"Rice, paddy"
2008,2274.0,15396.14,17.16,Ecuador,Cassava
2006,2274.0,7953.42,17.6,Ecuador,"Rice, paddy"
2000,591.0,63265.78,17.66,Argentina,Wheat
2005,1083.0,35342.0,26.28,India,"Rice, paddy"
1998,3240.0,60687.0,23.07,Colombia,Yams
2005,1274.0,304.83,22.29,Burundi,Potatoes
2010,447.0,333.85,13.85,Azerbaijan,Maize
1990,1083.0,75000.0,25.25,India,Potatoes
2012,758.0,64512.22,25.5,Mexico,Soybeans
2008,1761.0,312637.0,26.94,Brazil,"Rice, paddy"
1994,1010.0,25.5,24.04,Angola,Maize
1994,537.0,29206.0,4.72,Canada,Potatoes
1990,1342.0,0.04,25.42,Central African Republic,Sorghum
2001,56.0,4284.5,20.09,Libya,Potatoes
2009,1083.0,28707.01,25.73,India,Potatoes
1999,1976.0,2387.0,24.41,Honduras,Plantains and others
2005,1274.0,304.83,22.29,Burundi,Sweet potatoes
2010,1010.0,40.0,24.44,Angola,Wheat
2001,1410.0,7182.0,26.78,Dominican Republic,Plantains and others
1995,778.0,12601.0,10.25,Netherlands,Maize
2000,657.0,2953.36,20.28,Zimbabwe,Sorghum
1999,591.0,62831.39,17.71,Argentina,Cassava
2004,1712.0,1733.07,26.64,Sri Lanka,"Rice, paddy"
2007,3142.0,105.0,25.2,Papua New Guinea,Cassava
2007,2274.0,14156.16,21.68,Ecuador,Sorghum
2002,447.0,148.68,12.45,Azerbaijan,Maize
1997,2702.0,1597.0,27.62,Indonesia,Maize
2001,250.0,3007.26,3.85,Kazakhstan,Maize
1994,758.0,34468.93,16.42,Mexico,Potatoes
2004,3142.0,105.0,25.23,Papua New Guinea,Yams
2002,250.0,3361.84,7.4,Kazakhstan,Wheat
2008,1440.0,27.85,27.08,Haiti,Maize
2002,56.0,5291.88,20.73,Libya,Maize
2004,1083.0,35113.0,26.22,India,Soybeans
2007,1761.0,304031.0,25.44,Brazil,Soybeans
2000,641.0,284.72,7.47,Latvia,Wheat
1997,250.0,8112.0,4.52,Kazakhstan,Potatoes
1994,1083.0,61357.0,25.01,India,Sorghum
1990,1668.0,79821.18,16.17,Japan,"Rice, paddy"
1995,1083.0,61257.0,25.44,India,"Rice, paddy"
1996,636.0,33236.0,17.01,Spain,Wheat
2002,3240.0,84023.26,27.77,Colombia,"Rice, paddy"
1996,74.0,6.0,27.66,Qatar,Maize
2012,1083.0,52980.0,26.94,India,Cassava
1997,1761.0,110276.11,25.96,Brazil,"Rice, paddy"
1997,608.0,3262.25,8.26,Bulgaria,Maize
2004,2702.0,1597.0,26.97,Indonesia,Sweet potatoes
1995,1220.0,33743.0,8.49,United Kingdom,Wheat
2002,2702.0,1597.0,27.5,Indonesia,Potatoes
1994,1162.0,944.0,11.33,Slovenia,Soybeans
2013,1180.0,88.0,24.13,Uganda,Sorghum
2004,2274.0,29799.84,22.33,Ecuador,Plantains and others
2005,494.0,7914.31,26.04,Pakistan,Sweet potatoes
1992,51.0,6156.0,20.09,Egypt,Maize
2006,1485.0,943.61,15.92,Albania,Maize
1992,589.0,5777.0,11.01,Hungary,Wheat
1991,657.0,6753.0,20.95,Zimbabwe,"Rice, paddy"
2004,495.0,26857.0,21.11,South Africa,Maize
1995,636.0,27852.0,12.99,Spain,Soybeans
2002,285.0,56.0,20.76,Namibia,Wheat
2006,1083.0,37423.0,26.04,India,Soybeans
2011,92.0,13.35,27.87,Mauritania,Yams
2002,1342.0,22.87,25.44,Central African Republic,Potatoes
1999,1083.0,46195.0,25.74,India,Sorghum
2002,495.0,26857.0,21.07,South Africa,Wheat
1996,1761.0,101621.67,18.63,Brazil,Sweet potatoes
2012,534.0,48687.88,14.27,Australia,Maize
2006,534.0,35900.0,20.17,Australia,Soybeans
2004,1784.0,2078.01,26.2,El Salvador,Soybeans
2004,1083.0,35113.0,26.64,India,Sweet potatoes
1996,2387.0,289.9,27.11,Guyana,"Rice, paddy"
2007,2041.0,644.12,24.28,Mauritius,Sweet potatoes
2000,494.0,27885.0,26.71,Pakistan,Sorghum
2011,1110.0,3441.5,9.42,Austria,Maize
2008,1083.0,14485.33,26.19,India,Cassava
2005,1410.0,3515.56,26.9,Dominican Republic,Yams
2013,534.0,45177.18,18.09,Australia,Sorghum
2002,3240.0,84023.26,27.77,Colombia,Cassava
2002,686.0,328.0,25.4,Senegal,Maize
1996,565.0,47057.85,7.0,Ukraine,Sorghum
2008,1110.0,4246.7,9.96,Austria,Maize
2009,2702.0,1597.0,27.3,Indonesia,Maize
1999,1300.0,3925.03,16.62,Uruguay,"Rice, paddy"
2010,537.0,61050.0,8.64,Canada,Wheat
2007,250.0,5575.89,7.78,Kazakhstan,Wheat
2002,1668.0,70262.54,16.0,Japan,Sweet potatoes
1995,1761.0,92967.22,22.07,Brazil,Yams
1993,1500.0,60.11,15.16,Nepal,Soybeans
2013,1342.0,22.87,25.69,Central African Republic,Potatoes
2007,250.0,5575.89,7.78,Kazakhstan,Sorghum
2009,1083.0,28707.01,24.87,India,Sorghum
1997,537.0,38258.2,6.72,Canada,Wheat
2006,2051.0,909.71,27.58,Jamaica,"Rice, paddy"
2012,1083.0,52980.0,28.02,India,Sweet potatoes
2000,636.0,34597.0,12.2,Spain,Potatoes
2001,1010.0,40.0,24.43,Angola,Potatoes
1995,1083.0,61257.0,26.15,India,Cassava
2001,652.0,10725.0,18.67,Greece,"Rice, paddy"
2000,1083.0,44957.52,26.43,India,Potatoes
1995,637.0,20113.0,11.21,Romania,Potatoes
2013,1668.0,52794.3,16.02,Japan,Soybeans
2001,1668.0,78735.45,15.86,Japan,Yams
2004,1083.0,35113.0,24.69,India,Sorghum
1992,1440.0,11.52,26.81,Haiti,Yams
2002,216.0,878.68,20.1,Iraq,Wheat
2008,1274.0,456.44,21.29,Burundi,"Rice, paddy"
1998,1181.0,131.59,20.92,Malawi,Maize
2005,1440.0,27.85,27.35,Haiti,Maize
2005,1622.0,43831.0,27.92,Thailand,Wheat
1991,1083.0,72133.0,27.35,India,Cassava
2012,495.0,26857.0,19.14,South Africa,Sorghum
1998,2702.0,1597.0,25.81,Indonesia,Potatoes
2002,854.0,17452.0,16.19,Portugal,Wheat
2004,1113.0,2174.0,10.06,Croatia,Sorghum
1995,1181.0,173.19,20.86,Malawi,Wheat
2013,608.0,1197.0,11.26,Bulgaria,Maize
1997,534.0,34091.0,13.93,Australia,Sorghum
2004,537.0,36138.0,4.46,Canada,Wheat
2001,2051.0,909.71,27.27,Jamaica,Plantains and others
1995,3240.0,20156.23,22.27,Colombia,Cassava
2002,591.0,64134.56,18.07,Argentina,Sweet potatoes
1993,1604.0,774.49,24.9,Cameroon,Sorghum
2001,758.0,31373.3,19.32,Mexico,Sorghum
1997,534.0,34091.0,20.16,Australia,"Rice, paddy"
2009,207.0,422.24,19.64,Tunisia,Wheat
1993,1761.0,75658.33,25.41,Brazil,Cassava
2000,534.0,33475.0,17.08,Australia,Soybeans
1992,1083.0,70791.0,26.09,India,Sweet potatoes
2006,1083.0,37423.0,26.99,India,Potatoes
2012,657.0,3375.53,20.52,Zimbabwe,Potatoes
2010,2702.0,1597.0,27.55,Indonesia,Maize
1993,89.0,1021.89,17.0,Algeria,Wheat
2013,1083.0,45620.0,28.85,India,Wheat
1998,1761.0,118930.56,22.35,Brazil,Cassava
2004,1784.0,2078.01,26.2,El Salvador,"Rice, paddy"
1995,1274.0,144.2,21.55,Burundi,Sorghum
2009,383.0,27.63,25.3,Eritrea,Potatoes
2007,1732.0,4939.0,13.44,New Zealand,Wheat
1992,1761.0,67003.89,27.58,Brazil,"Rice, paddy"
2001,1083.0,43720.04,26.32,India,Sweet potatoes
1995,1668.0,79821.18,14.97,Japan,Soybeans
2010,593.0,38554.69,15.6,Turkey,Wheat
2006,1761.0,238716.0,20.6,Brazil,Yams
2002,2274.0,1302.49,17.78,Ecuador,Maize
1992,1604.0,1137.56,24.6,Cameroon,Maize
1992,1010.0,23.0,23.96,Angola,Maize
1990,495.0,16582.0,18.91,South Africa,Potatoes
1998,1761.0,118930.56,27.54,Brazil,Sorghum
1995,1342.0,22.87,25.5,Central African Republic,Sorghum
1995,2274.0,2658.0,21.96,Ecuador,Sweet potatoes
1991,1761.0,58349.44,25.06,Brazil,Sorghum
1993,1274.0,96.99,21.17,Burundi,Potatoes
2011,2051.0,909.71,27.17,Jamaica,Cassava
2007,56.0,3170.0,20.68,Libya,Potatoes
1990,536.0,2001.0,6.07,Finland,Potatoes
1991,2702.0,3259.0,25.27,Indonesia,Soybeans
1992,2280.0,575.0,27.16,Nicaragua,Soybeans
1999,1342.0,22.87,25.05,Central African Republic,Sorghum
1991,1083.0,72133.0,26.54,India,"Rice, paddy"
1990,2331.0,217.0,26.87,Suriname,Sweet potatoes
2005,758.0,51741.99,22.95,Mexico,Soybeans
1998,3240.0,60687.0,23.07,Colombia,"Rice, paddy"
2010,494.0,2968.44,19.52,Pakistan,Potatoes
1991,2331.0,207.0,26.93,Suriname,Maize
2007,758.0,64501.28,19.7,Mexico,"Rice, paddy"
1998,591.0,62397.0,17.52,Argentina,Sorghum
1997,2702.0,1597.0,26.83,Indonesia,Cassava
2005,1300.0,9232.47,17.13,Uruguay,Maize
2001,703.0,3311.0,8.78,Denmark,Wheat
1991,416.0,19.0,19.29,Botswana,Sorghum
1993,1410.0,4971.0,26.38,Dominican Republic,Potatoes
2009,758.0,61690.08,17.03,Mexico,Maize
1996,1292.0,484.59,25.06,Bahamas,Sweet potatoes
1999,3240.0,66088.0,26.77,Colombia,Maize
2007,1761.0,304031.0,22.19,Brazil,Wheat
2001,854.0,15503.0,16.2,Portugal,Sweet potatoes
1997,1083.0,52279.0,27.47,India,Sweet potatoes
2001,1761.0,151523.0,26.08,Brazil,Wheat
1992,758.0,34468.93,21.92,Mexico,"Rice, paddy"
1998,1513.0,88.26,20.11,Madagascar,Soybeans
2009,534.0,38065.68,12.87,Australia,Soybeans
1996,1761.0,101621.67,25.94,Brazil,"Rice, paddy"
2009,494.0,3957.61,19.3,Pakistan,Maize
2013,1083.0,45620.0,28.85,India,Sweet potatoes
2012,1761.0,346583.0,24.84,Brazil,Cassava
2001,92.0,39.09,28.28,Mauritania,Potatoes
2000,151.0,62.0,29.43,Niger,Potatoes
1995,832.0,84153.0,7.43,Italy,Potatoes
2005,847.0,9776.0,11.16,Belgium,Potatoes
2005,1410.0,3515.56,26.9,Dominican Republic,Sorghum
1991,661.0,1221.0,19.31,Lebanon,Wheat
1993,1083.0,66388.0,25.22,India,Potatoes
2008,494.0,4946.79,26.74,Pakistan,Wheat
2008,593.0,37640.2,18.47,Turkey,"Rice, paddy"
1992,1738.0,3134.0,17.96,Peru,Soybeans
2012,534.0,48687.88,19.55,Australia,"Rice, paddy"
1995,1020.0,716.0,21.86,Zambia,Potatoes
2005,565.0,23021.7,8.39,Ukraine,"Rice, paddy"
1992,686.0,384.0,25.09,Senegal,Maize
2013,1622.0,8136.0,28.98,Thailand,"Rice, paddy"
2001,636.0,35700.0,17.27,Spain,Sorghum
1991,1668.0,79821.18,15.6,Japan,"Rice, paddy"
1991,1083.0,72133.0,26.34,India,Soybeans
2004,618.0,8306.31,6.49,Belarus,Potatoes
2009,1761.0,335742.0,26.0,Brazil,Wheat
2009,1020.0,1670.0,20.76,Zambia,"Rice, paddy"
1990,1083.0,75000.0,26.63,India,Maize
2001,1032.0,26.05,21.94,Mozambique,Cassava
2013,1212.0,1841.5,19.93,Rwanda,Sorghum
1992,758.0,34468.93,15.71,Mexico,Cassava
1999,1083.0,46195.0,24.9,India,Potatoes
1995,1010.0,336.0,24.56,Angola,Sweet potatoes
2008,1187.0,350.83,26.98,Ghana,"Rice, paddy"
1990,758.0,34468.93,21.46,Mexico,Sorghum
2007,1761.0,304031.0,22.19,Brazil,Yams
2010,832.0,71613.0,12.63,Italy,"Rice, paddy"
1990,1110.0,4246.0,9.23,Austria,Wheat
2012,1083.0,52980.0,25.3,India,Soybeans
2001,92.0,39.09,28.28,Mauritania,Maize
2001,3240.0,85515.3,22.5,Colombia,Cassava
2007,151.0,30.57,29.85,Niger,Cassava
1996,1712.0,1654.41,26.38,Sri Lanka,Cassava
1995,1761.0,92967.22,27.34,Brazil,Sorghum
2001,494.0,11871.0,19.79,Pakistan,"Rice, paddy"
2010,1410.0,6316.61,27.01,Dominican Republic,Sweet potatoes
1998,1083.0,49157.0,27.48,India,Maize
2004,1761.0,214725.0,27.72,Brazil,"Rice, paddy"
2006,1083.0,37423.0,26.34,India,Sorghum
1998,1761.0,118930.56,20.71,Brazil,"Rice, paddy"
2001,1604.0,687.0,25.01,Cameroon,Sweet potatoes
2012,1761.0,346583.0,19.72,Brazil,Yams
2010,630.0,1578.0,16.82,Kenya,Wheat
2007,89.0,5390.79,17.42,Algeria,"Rice, paddy"
1991,636.0,39147.0,16.37,Spain,Sweet potatoes
2011,2274.0,17529.44,17.42,Ecuador,Plantains and others
2004,758.0,26433.14,19.56,Mexico,Sweet potatoes
1998,346.0,12621.14,18.24,Morocco,Sorghum
1999,2274.0,14216.0,21.43,Ecuador,Cassava
2012,216.0,1979.27,24.34,Iraq,"Rice, paddy"
2007,494.0,5935.96,26.53,Pakistan,Soybeans
2000,1996.0,9665.14,19.47,Guatemala,Cassava
1997,700.0,30414.0,5.79,Germany,Potatoes
2002,600.0,10358.0,9.14,Poland,Maize
2013,51.0,13653.0,22.91,Egypt,Sorghum
2011,2274.0,17529.44,21.78,Ecuador,Plantains and others
2006,216.0,824.14,20.12,Iraq,Soybeans
1994,534.0,21057.0,11.6,Australia,"Rice, paddy"
2008,3240.0,48538.97,22.07,Colombia,Sorghum
1990,657.0,5727.0,21.19,Zimbabwe,Soybeans
1993,1410.0,4971.0,26.38,Dominican Republic,Maize
1995,832.0,84153.0,12.47,Italy,Sorghum
1997,1083.0,52279.0,24.83,India,"Rice, paddy"
2013,748.0,843.0,29.41,Burkina Faso,Sorghum
2002,758.0,16189.88,19.62,Mexico,"Rice, paddy"
2012,1761.0,346583.0,24.84,Brazil,"Rice, paddy"
1999,250.0,4720.28,3.73,Kazakhstan,Potatoes
2001,1292.0,375.89,25.23,Bahamas,Cassava
1992,758.0,34468.93,19.14,Mexico,Soybeans
2011,2702.0,1597.0,25.38,Indonesia,"Rice, paddy"
2010,2051.0,909.71,27.09,Jamaica,Potatoes
1996,1083.0,56114.0,25.55,India,"Rice, paddy"
1996,346.0,11806.86,17.75,Morocco,Potatoes
2005,2875.0,39406.48,27.59,Malaysia,"Rice, paddy"
1995,1083.0,61257.0,26.15,India,"Rice, paddy"
1997,1187.0,502.0,26.58,Ghana,"Rice, paddy"
2010,2702.0,1597.0,25.57,Indonesia,"Rice, paddy"
2010,758.0,63402.29,15.87,Mexico,Soybeans
1999,636.0,33614.0,17.14,Spain,Soybeans
1998,778.0,11762.0,10.18,Netherlands,Potatoes
2002,591.0,64134.56,18.07,Argentina,Soybeans
1996,758.0,34468.93,21.08,Mexico,Sweet potatoes
2000,89.0,603.67,17.9,Algeria,Sorghum
1992,1976.0,9904.59,24.77,Honduras,Maize
1990,832.0,100596.4,12.83,Italy,"Rice, paddy"
1991,1274.0,92.08,20.97,Burundi,Cassava
1996,1083.0,56114.0,25.63,India,Sweet potatoes
2004,3240.0,105514.19,22.63,Colombia,Yams
2009,216.0,1429.27,20.26,Iraq,Maize
1997,1083.0,52279.0,24.77,India,Maize
2007,608.0,1974.75,10.23,Bulgaria,Maize
1995,700.0,30090.0,9.16,Germany,Potatoes
2002,630.0,1578.0,16.61,Kenya,"Rice, paddy"
2000,1668.0,79821.18,13.5,Japan,"Rice, paddy"
1998,1220.0,35422.0,10.4,United Kingdom,Wheat
1994,2051.0,1415.65,27.48,Jamaica,"Rice, paddy"
2009,1083.0,28707.01,26.31,India,"Rice, paddy"
2006,537.0,36572.75,8.66,Canada,Maize
2007,216.0,1062.61,23.92,Iraq,Sorghum
2002,1083.0,42482.56,25.76,India,Potatoes
1996,2274.0,2407.0,17.23,Ecuador,Sorghum
2001,1668.0,78735.45,15.47,Japan,"Rice, paddy"
2009,495.0,26857.0,18.67,South Africa,Maize
2004,1083.0,35113.0,25.59,India,Potatoes
2011,495.0,26857.0,20.72,South Africa,Maize
1995,2041.0,493.82,24.02,Mauritius,Maize
2008,2274.0,15396.14,21.72,Ecuador,Maize
2013,2875.0,61445.6,27.8,Malaysia,Sweet potatoes
2006,3240.0,98328.63,27.51,Colombia,Sorghum
2009,1083.0,28707.01,27.43,India,"Rice, paddy"
2005,1668.0,63829.77,15.75,Japan,"Rice, paddy"
2009,758.0,61690.08,25.72,Mexico,"Rice, paddy"
1999,1212.0,152.0,19.35,Rwanda,Sweet potatoes
2013,534.0,45177.18,17.39,Australia,Potatoes
2010,1083.0,40093.69,28.02,India,Maize
1995,1513.0,73.08,19.96,Madagascar,"Rice, paddy"
